Frequency/Features,Design_1,Design_2,Design_3,Design_4,Design_5,Design_6,Design_7,Design_8,Design_9,Design_10,Design_11,Design_12,Design_13,Design_14,Design_15,Design_16,Design_17,Design_18,Design_19,Design_20,Design_21,Design_22,Design_23,Design_24,Design_25,Design_26,Design_27,Design_28,Design_29,Design_30,Design_31,Design_32,Design_33,Design_34,Design_35,Design_36,Design_37,Design_38,Design_39,Design_40,Design_41,Design_42,Design_43,Design_44,Design_45,Design_46,Design_47,Design_48,Design_49,Design_50
0.70336133,0.90181281,0.87960983,0.84918955,0.76843004,0.79053437,0.81641902,0.81314285,0.90181281,0.87961107,0.84918929,0.76842844,0.79053437,0.81642135,0.81314674,0.90181311,0.87960716,0.84919037,0.76842844,0.79052821,0.81642024,0.81314285,0.91644266,0.89275547,0.87455844,0.80591442,0.80762151,0.83969561,0.84460823,0.91644266,0.89275547,0.87455844,0.80591869,0.80762555,0.83969772,0.84460823,0.9164371,0.89275547,0.87455844,0.80591421,0.8076283,0.83969567,0.84460942,0.93233714,0.90544744,0.89473383,0.85262215,0.83062177,0.85622533,0.85708156,0.93233732
0.70840335,0.8960878,0.86900499,0.83459839,0.74196016,0.76737615,0.80091359,0.79871885,0.8960878,0.86900616,0.83459843,0.74195852,0.76737619,0.80091574,0.79872267,0.89608798,0.869002,0.83459933,0.74195852,0.76737025,0.80091475,0.79871885,0.91073818,0.88458741,0.86256102,0.78358,0.78779783,0.82839493,0.83181519,0.91073818,0.88458741,0.86256102,0.78358442,0.78780135,0.82839704,0.83181519,0.91073259,0.88458741,0.86256102,0.78357978,0.78780442,0.8283945,0.83181502,0.92874747,0.89968907,0.88767971,0.8374895,0.81468823,0.84529957,0.84847631,0.92874756
0.71344537,0.88808747,0.85851957,0.81647581,0.71036746,0.74122586,0.78563493,0.78279782,0.88808747,0.85852067,0.81647617,0.7103661,0.7412258,0.78563743,0.78280148,0.88808773,0.85851622,0.81647629,0.7103661,0.74122022,0.78563591,0.78279782,0.90623336,0.87500444,0.85066519,0.75930284,0.76486416,0.8140072,0.81928104,0.90623336,0.87500444,0.85066519,0.75930714,0.76486733,0.81400918,0.81928104,0.90622742,0.87500444,0.85066519,0.75930268,0.76487041,0.81400724,0.81928087,0.92349695,0.89212245,0.87769573,0.82224775,0.79807732,0.83289877,0.83686016,0.92349683
0.71848738,0.87799938,0.84637177,0.79603498,0.67525875,0.71449761,0.76738163,0.76393507,0.87799938,0.84637297,0.79603526,0.67525762,0.71449761,0.767384,0.76393866,0.87799983,0.84636887,0.79603496,0.67525762,0.71449213,0.76738269,0.76393507,0.90122892,0.86587748,0.83843982,0.7334342,0.74116197,0.79945219,0.80648572,0.90122892,0.86587748,0.83843982,0.73343806,0.74116529,0.79945446,0.80648572,0.90122292,0.86587748,0.83843982,0.73343404,0.7411678,0.79945252,0.80648638,0.91958986,0.88479321,0.86712825,0.8059524,0.77826009,0.82149558,0.82567793,0.91959022
0.7235294,0.86812291,0.83113103,0.77449331,0.63872369,0.68605165,0.74672619,0.74440413,0.86812291,0.83113221,0.77449322,0.63872251,0.68605165,0.7467285,0.74440769,0.86812323,0.83112886,0.77449317,0.63872251,0.68604626,0.74672746,0.74440413,0.89398932,0.85642908,0.82334138,0.70380331,0.71561162,0.78466347,0.79026324,0.89398932,0.85642908,0.82334138,0.70380697,0.71561507,0.78466566,0.79026324,0.89398334,0.85642908,0.82334138,0.70380317,0.71561735,0.78466347,0.79026313,0.91658842,0.87784871,0.85758263,0.78575218,0.75467469,0.80760996,0.81411296,0.9165892
0.72857141,0.85873283,0.81379056,0.75073486,0.60084673,0.65345653,0.72646226,0.72429067,0.85873283,0.81379178,0.75073453,0.60084541,0.65345653,0.72646469,0.72429405,0.85873307,0.81378858,0.7507347,0.60084541,0.65345168,0.72646322,0.72429067,0.88598165,0.84445185,0.80490751,0.66928233,0.68562614,0.76645792,0.77404905,0.88598165,0.84445185,0.80490751,0.66928598,0.68562913,0.76645962,0.77404905,0.8859757,0.84445185,0.80490751,0.66928215,0.68563154,0.76645792,0.77404901,0.9114101,0.86900719,0.8464231,0.76181787,0.72934992,0.79149529,0.79940461,0.91141029
0.73361343,0.84734588,0.79578685,0.72271156,0.56108412,0.61785336,0.70441056,0.70120737,0.84734588,0.79578802,0.72271149,0.56108293,0.61785336,0.704413,0.70121064,0.8473462,0.79578426,0.72271149,0.56108293,0.61784892,0.70441152,0.70120737,0.87895127,0.83020764,0.78522017,0.63172152,0.65213192,0.74733853,0.75746435,0.87895127,0.83020764,0.78522017,0.63172499,0.65213447,0.74734034,0.75746435,0.87894523,0.83020764,0.78522017,0.6317214,0.65213683,0.7473384,0.75746476,0.90481871,0.85819221,0.83170294,0.73651112,0.70241518,0.77620066,0.78559378,0.90481811
0.73865545,0.83270576,0.77625637,0.69035188,0.52139345,0.58304095,0.67901315,0.67641786,0.83270576,0.77625747,0.69035201,0.52139233,0.58304095,0.67901507,0.67642121,0.83270611,0.77625362,0.69035173,0.52139233,0.58303677,0.67901402,0.67641786,0.87139297,0.81569614,0.76483638,0.59326011,0.61808618,0.72829022,0.73713766,0.87139297,0.81569614,0.76483638,0.59326304,0.61808889,0.72829223,0.73713766,0.87138701,0.81569614,0.76483638,0.59325999,0.61809077,0.72828983,0.73713713,0.89984006,0.84755492,0.81576346,0.70943533,0.67150431,0.75853091,0.77025291,0.89983968
0.74369746,0.8167079,0.75307895,0.65556853,0.48668488,0.55077877,0.65362611,0.6520057,0.8167079,0.75307992,0.65556866,0.48668391,0.55077883,0.65362781,0.65200878,0.81670826,0.75307669,0.65556841,0.48668391,0.55077441,0.65362678,0.6520057,0.86126616,0.8006199,0.74138806,0.55396558,0.5836641,0.70580049,0.7166049,0.86126616,0.8006199,0.74138806,0.5539681,0.58366714,0.70580235,0.7166049,0.86126053,0.8006199,0.74138806,0.55396541,0.58366857,0.70580049,0.71660489,0.89524796,0.83676891,0.80031596,0.67772998,0.63621253,0.73783156,0.75196417,0.89524835
0.74873948,0.80096156,0.72599101,0.61959767,0.46217612,0.5204665,0.62868714,0.62621025,0.80096156,0.72599197,0.6195976,0.46217511,0.5204665,0.62868934,0.62621311,0.80096179,0.72598941,0.6195977,0.46217511,0.52046217,0.6286878,0.62621025,0.84981541,0.78257294,0.71333711,0.5139054,0.54745001,0.68169025,0.69586548,0.84981541,0.78257294,0.71333711,0.51390813,0.54745268,0.68169211,0.69586548,0.84980985,0.78257294,0.71333711,0.51390522,0.54745451,0.68169032,0.69586642,0.88796507,0.82347822,0.78262791,0.64106831,0.59897925,0.71770531,0.73477542,0.88796537
0.7537815,0.78373488,0.69675511,0.58190796,0.45075895,0.49336612,0.60144374,0.59862528,0.78373488,0.69675608,0.58190796,0.45075781,0.49336612,0.60144584,0.59862821,0.78373497,0.69675325,0.58190808,0.45075781,0.49336224,0.60144463,0.59862528,0.83912528,0.76114881,0.68235593,0.47618662,0.51132865,0.65824762,0.67129682,0.83912528,0.76114881,0.682356,0.47618952,0.51133057,0.6582495,0.67129682,0.8391197,0.76114881,0.68235593,0.47618651,0.51133269,0.65824732,0.67129657,0.87952645,0.80801618,0.76042934,0.60223702,0.56102349,0.69557676,0.71497236,0.87952587
0.75882351,0.76250597,0.66621573,0.54238519,0.45249594,0.47403476,0.57405464,0.57249473,0.76250597,0.66621672,0.54238537,0.45249468,0.47403476,0.57405631,0.5724975,0.76250623,0.66621333,0.54238519,0.45249468,0.4740312,0.57405501,0.57249473,0.8279363,0.73840034,0.65033911,0.4462436,0.48020268,0.63210867,0.64655091,0.8279363,0.73840034,0.65033914,0.44624634,0.48020444,0.63211016,0.64655091,0.82793077,0.73840034,0.65033911,0.44624347,0.48020627,0.63210873,0.64655086,0.87287949,0.79248916,0.73599133,0.56255768,0.52139092,0.6697647,0.6927373,0.87287895
0.76386553,0.73789855,0.63304389,0.50361246,0.46580281,0.46652861,0.55009535,0.5485177,0.73789855,0.63304488,0.50361287,0.4658014,0.46652861,0.55009711,0.54852024,0.73789891,0.63304158,0.50361246,0.4658014,0.46652491,0.55009528,0.5485177,0.81375662,0.71478844,0.61628181,0.42846335,0.45731149,0.60411504,0.62241526,0.81375662,0.71478844,0.61628175,0.42846567,0.45731352,0.60411629,0.62241526,0.81375132,0.71478844,0.61628181,0.42846325,0.45731472,0.60411534,0.62241599,0.86598074,0.77602887,0.71139395,0.52070031,0.48097597,0.64434968,0.67166669,0.86598087
0.76890755,0.71248095,0.59622484,0.47021824,0.48894292,0.47060826,0.52797019,0.52521164,0.71248095,0.59622562,0.47021863,0.48894136,0.47060826,0.52797198,0.52521392,0.71248128,0.59622336,0.47021852,0.48894136,0.47060411,0.52797073,0.52521164,0.79737478,0.6880362,0.57843246,0.42421449,0.44296677,0.57805941,0.59506101,0.79737478,0.6880362,0.57843246,0.4242166,0.44296881,0.57806129,0.59506101,0.79736956,0.6880362,0.57843246,0.42421437,0.44297006,0.57805929,0.59506037,0.8558419,0.75613441,0.68407829,0.47711034,0.44418433,0.61795094,0.64723883,0.85584225
0.77394956,0.68637418,0.55747026,0.44632012,0.52021076,0.48288585,0.50718241,0.50490164,0.68637418,0.55747092,0.44632027,0.52020902,0.48288585,0.50718388,0.50490396,0.68637439,0.55746931,0.44632082,0.52020902,0.48288136,0.50718326,0.50490164,0.78119299,0.65705309,0.53815618,0.43255505,0.43769194,0.55161178,0.56820257,0.78119299,0.65705309,0.53815618,0.43255733,0.4376935,0.55161355,0.56820257,0.78118786,0.65705309,0.53815618,0.43255487,0.43769544,0.55161172,0.56820217,0.84479347,0.73345634,0.65140696,0.4364541,0.41563629,0.58788441,0.621312,0.84479331
0.77899158,0.65692654,0.52011496,0.43395409,0.55647265,0.5011217,0.49226971,0.49092617,0.65692654,0.52011563,0.43395422,0.55647095,0.5011217,0.49227115,0.49092845,0.65692654,0.52011365,0.43395486,0.55647095,0.50111734,0.49226974,0.49092617,0.76437434,0.62392555,0.49940109,0.45196379,0.44362581,0.524339,0.54401233,0.76437434,0.62392555,0.49940115,0.45196631,0.44362717,0.52434029,0.54401233,0.76436932,0.62392555,0.49940109,0.45196354,0.44362959,0.52433969,0.54401325,0.83562678,0.71016119,0.61560964,0.4044529,0.39758337,0.55848833,0.59683233,0.83562641
0.7840336,0.62308838,0.48643937,0.43336562,0.59290808,0.52576321,0.48471698,0.48231124,0.62308838,0.48644012,0.43336588,0.5929064,0.52576321,0.48471863,0.48231321,0.62308863,0.48643746,0.43336603,0.5929064,0.5257589,0.4847165,0.48231124,0.7440174,0.59053033,0.4650156,0.48097243,0.46157795,0.50128074,0.51862712,0.7440174,0.59053033,0.4650156,0.4809752,0.46157982,0.5012821,0.51862712,0.74401284,0.59053033,0.4650156,0.48097223,0.461582,0.50128109,0.51862697,0.82544848,0.68516291,0.57984268,0.3843782,0.39113323,0.53045766,0.56900882,0.82544795
0.78907561,0.58752101,0.45738178,0.44397892,0.62596129,0.55629979,0.48139063,0.47799764,0.58752101,0.45738251,0.44397941,0.62595986,0.55629979,0.48139197,0.47799944,0.58752132,0.45737998,0.4439787,0.62595986,0.55629513,0.48139093,0.47799764,0.72035454,0.55585804,0.43583162,0.51677573,0.4879762,0.4822454,0.49544074,0.72035454,0.55585804,0.43583158,0.51677905,0.48797868,0.48224712,0.49544074,0.72035012,0.55585804,0.43583162,0.51677553,0.48798063,0.48224509,0.49544037,0.81141569,0.65606924,0.54284049,0.37741473,0.39767052,0.50049609,0.54133787,0.81141472
0.79411763,0.55325125,0.43461467,0.46495151,0.6561033,0.58823792,0.48303038,0.48063046,0.55325125,0.4346153,0.46495203,0.65610161,0.588238,0.48303134,0.48063257,0.55325149,0.43461349,0.4649509,0.65610161,0.58823295,0.48303134,0.48063046,0.69629638,0.51884974,0.41340072,0.55445817,0.51723932,0.46513739,0.47848718,0.69629638,0.51884974,0.41340072,0.55446268,0.51724156,0.46513875,0.47848718,0.69629163,0.51884974,0.41340072,0.55445797,0.51724415,0.46513735,0.47848828,0.79668488,0.62402342,0.50231304,0.3842933,0.41764843,0.47259288,0.51626391,0.79668386
0.79915965,0.52022104,0.42146982,0.49461549,0.68579105,0.61703318,0.49297913,0.49080685,0.52022104,0.42147043,0.49461586,0.68578868,0.61703318,0.49298061,0.49080917,0.5202211,0.42146898,0.49461516,0.68578868,0.61702809,0.49297987,0.49080685,0.67198351,0.48190671,0.40145474,0.58985245,0.54733405,0.45449341,0.46392915,0.67198351,0.48190671,0.40145477,0.58985794,0.54733528,0.45449492,0.46392915,0.67197856,0.48190671,0.40145474,0.58985219,0.54733903,0.45449385,0.46392863,0.78385486,0.59166563,0.46093831,0.40526188,0.44823212,0.45037412,0.48916815,0.78385463
0.80420166,0.48715302,0.42108207,0.52936191,0.71465141,0.64358918,0.5084203,0.50463242,0.48715302,0.42108282,0.52936207,0.71464877,0.64358918,0.5084225,0.50463475,0.48715311,0.42108079,0.52936225,0.71464877,0.64358429,0.50842153,0.50463242,0.64440687,0.44935079,0.40353323,0.62285499,0.57984575,0.45240109,0.45342956,0.64440687,0.44935079,0.40353323,0.62285978,0.57984696,0.45240295,0.45342956,0.64440228,0.44935079,0.40353323,0.62285486,0.57985037,0.45240109,0.4534274,0.76915183,0.55824479,0.42448836,0.43833721,0.48365892,0.43074746,0.46504222,0.76915216
0.80924368,0.45574454,0.43364705,0.56438997,0.73925433,0.67148966,0.52479595,0.52091234,0.45574454,0.43364786,0.56439022,0.73925233,0.67148966,0.52479816,0.52091503,0.4557448,0.43364497,0.56439086,0.73925233,0.67148472,0.52479803,0.52091234,0.61300133,0.42355863,0.41944513,0.65552582,0.61378111,0.45456026,0.45226155,0.61300133,0.42355863,0.41944513,0.65552826,0.61378378,0.45456096,0.45226155,0.61299726,0.42355863,0.41944513,0.65552594,0.61378538,0.45455929,0.45226156,0.74989702,0.52173807,0.39578877,0.47788952,0.51963193,0.41563176,0.44625028,0.74989714
0.8142857,0.43094055,0.45571115,0.59683534,0.75842944,0.69940029,0.54442805,0.54195364,0.43094055,0.45571203,0.59683586,0.75842861,0.69940035,0.54442954,0.54195655,0.43094095,0.45570896,0.59683663,0.75842861,0.69939508,0.544429,0.54195364,0.58109221,0.40477582,0.44468495,0.68703148,0.64437891,0.46180954,0.45623187,0.58109221,0.40477582,0.44468494,0.68703246,0.64438285,0.46180871,0.45623187,0.58108816,0.40477582,0.44468495,0.68703154,0.64438301,0.46180802,0.45623184,0.73013748,0.48395702,0.37470372,0.51744783,0.55612932,0.41066516,0.42823811,0.73013741
0.81932771,0.41689826,0.48260838,0.62755874,0.77573656,0.72226216,0.56880703,0.56558311,0.41689826,0.48260927,0.62755908,0.77573582,0.72226216,0.5688084,0.56558556,0.41689856,0.482607,0.62756023,0.77573582,0.72225626,0.56880613,0.56558311,0.5505009,0.39407551,0.47404427,0.71390513,0.67027362,0.4775912,0.46319662,0.5505009,0.39407551,0.47404427,0.71390775,0.67027795,0.47759138,0.46319662,0.55049679,0.39407551,0.47404427,0.713905,0.67027832,0.47759063,0.46319407,0.71235474,0.44889989,0.3628955,0.55503708,0.59365691,0.41324446,0.4167465,0.71235519
0.82436973,0.41376179,0.51188611,0.65841823,0.79430568,0.74021409,0.59209679,0.58752797,0.41376179,0.51188721,0.65841779,0.79430399,0.74021409,0.59209836,0.58752943,0.41376191,0.51188523,0.65841967,0.79430399,0.74020721,0.59209643,0.58752797,0.51895713,0.39423727,0.50574584,0.73578812,0.69563702,0.49695968,0.4785262,0.51895713,0.39423727,0.50574584,0.73579405,0.69564101,0.49696202,0.4785262,0.51895354,0.39423727,0.50574584,0.73578781,0.69564269,0.49696089,0.47852499,0.69189072,0.41773329,0.36460443,0.59295191,0.62909742,0.42014283,0.41394251,0.69189143
0.82941175,0.41888465,0.54382007,0.68819606,0.8117403,0.75897682,0.61296625,0.60976547,0.41888465,0.54382151,0.68819505,0.81173769,0.75897682,0.61296836,0.60976702,0.41888477,0.54381806,0.68819702,0.81173769,0.75896901,0.61296729,0.60976547,0.48513198,0.40694528,0.54073364,0.75656592,0.72180961,0.51645351,0.49847637,0.48513198,0.40694528,0.54073364,0.75657305,0.72181299,0.51645571,0.49847637,0.48512927,0.40694528,0.54073364,0.75656579,0.72181565,0.51645456,0.49847631,0.66617637,0.38993891,0.3819379,0.63096961,0.65939284,0.43567318,0.41384177,0.66617648
0.83445376,0.43053991,0.57805742,0.71348311,0.82404108,0.77951984,0.6367504,0.63434888,0.43053991,0.57805894,0.71348253,0.82403845,0.77951984,0.63675337,0.63435167,0.43054025,0.57805381,0.71348327,0.82403845,0.77951239,0.63675151,0.63434888,0.45257982,0.4297379,0.57765969,0.77788282,0.74398817,0.54076976,0.51732926,0.45257982,0.4297379,0.57765969,0.7778879,0.74399095,0.54077101,0.51732926,0.45257754,0.4297379,0.57765969,0.77788287,0.74399362,0.54076926,0.51732689,0.64026515,0.36812705,0.41069233,0.66437865,0.68661193,0.45884724,0.42133227,0.64026479
0.83949578,0.44965102,0.61121844,0.7337479,0.83277776,0.79578904,0.66087257,0.65666937,0.44965102,0.61121975,0.73374867,0.83277583,0.79578904,0.66087571,0.65667317,0.44965153,0.61121499,0.7337479,0.83277583,0.79578388,0.66087385,0.65666937,0.42594989,0.4572078,0.61170393,0.79612517,0.76058902,0.56755409,0.54092376,0.42594989,0.4572078,0.61170393,0.79612826,0.76059129,0.56755582,0.54092376,0.42594732,0.4572078,0.61170393,0.79612503,0.76059372,0.5675539,0.54092216,0.61683174,0.3574426,0.44325908,0.69135082,0.71390653,0.48217483,0.437723,0.61683176
0.84453779,0.47701509,0.63986924,0.75268824,0.84336868,0.80612687,0.67965095,0.67567852,0.47701509,0.63986999,0.75268988,0.84336707,0.80612687,0.67965386,0.67568235,0.47701543,0.63986782,0.75268928,0.84336707,0.80612328,0.679653,0.67567852,0.40576202,0.48602352,0.64033447,0.80910977,0.77721249,0.5904719,0.56780062,0.40576202,0.48602352,0.64033447,0.80911345,0.77721515,0.59047406,0.56780062,0.40575934,0.48602352,0.64033447,0.80910936,0.77721676,0.59047301,0.56779999,0.59044457,0.36005441,0.47646008,0.71655013,0.73904979,0.50775683,0.45447739,0.59044501
0.84957981,0.50916255,0.66490643,0.77284558,0.8562554,0.81742141,0.69833707,0.69638207,0.50916255,0.66490697,0.77284645,0.85625387,0.81742135,0.69834122,0.69638548,0.50916255,0.66490658,0.77284734,0.85625387,0.81741597,0.69833763,0.69638207,0.3901687,0.51722016,0.66690772,0.82085759,0.79598625,0.61456925,0.58997662,0.3901687,0.51722016,0.66690778,0.82086249,0.79598968,0.61457106,0.58997662,0.39016634,0.51722016,0.66690772,0.82085709,0.79599062,0.61456928,0.58997213,0.55847452,0.37299198,0.5131483,0.74295332,0.75863413,0.53886786,0.47617807,0.55847484
0.85462183,0.53983629,0.69006722,0.79142533,0.86579226,0.83268976,0.72001223,0.71687247,0.53983629,0.69006788,0.79142388,0.86579117,0.83268976,0.72001804,0.71687517,0.53983622,0.69006639,0.79142594,0.86579117,0.83268092,0.72001199,0.71687247,0.38028714,0.55166965,0.69491138,0.83501009,0.81093122,0.64143883,0.61395892,0.38028714,0.55166965,0.69491138,0.83501414,0.81093436,0.64144171,0.61395892,0.38028477,0.55166965,0.69491138,0.83500966,0.81093576,0.64143769,0.6139554,0.52715771,0.39253489,0.55350508,0.76598215,0.77543151,0.56740856,0.50408516,0.52715827
0.85966384,0.56671591,0.71569519,0.80469941,0.86984963,0.84476223,0.73677326,0.73233721,0.56671591,0.71569604,0.80469589,0.86984922,0.8447623,0.73677939,0.73234,0.56671613,0.71569244,0.80469739,0.86984922,0.84475266,0.73677634,0.73233721,0.38044074,0.58552938,0.72133301,0.8480688,0.820146,0.66285645,0.6410743,0.38044074,0.58552938,0.72133294,0.84807163,0.82014817,0.66286059,0.6410743,0.38043722,0.58552938,0.72133301,0.84806849,0.82015121,0.66285621,0.6410742,0.50015915,0.418609,0.59062843,0.78207755,0.79371812,0.5928517,0.52811671,0.50016062
0.86470586,0.59381832,0.73758716,0.81458421,0.87427386,0.84978794,0.74965822,0.74751071,0.59381832,0.73758781,0.81458099,0.87427339,0.84978794,0.74966446,0.7475149,0.59381887,0.73758434,0.81458167,0.87427339,0.84978057,0.74966262,0.74751071,0.39248626,0.61436196,0.74128994,0.85570734,0.83075454,0.68264925,0.66139536,0.39248626,0.61436196,0.74128994,0.85571092,0.83075733,0.68265166,0.66139536,0.39248088,0.61436196,0.74128994,0.85570724,0.83076157,0.68264813,0.66139129,0.47172545,0.45193686,0.62039648,0.79645146,0.81078645,0.62266443,0.5548108,0.47172708
0.86505669,0.60910381,0.74566019,0.82051142,0.8789315,0.85274576,0.75834096,0.75633093,0.60910381,0.74566071,0.82050933,0.87893072,0.85274574,0.75834715,0.75633571,0.60910428,0.74565794,0.8205103,0.87893072,0.85273881,0.75834328,0.75633093,0.40228983,0.62711785,0.74913344,0.85856449,0.83785577,0.68410801,0.67162667,0.40228983,0.62711785,0.74913344,0.85856892,0.8378595,0.68410801,0.67162667,0.40228414,0.62711785,0.74913344,0.85856444,0.83786388,0.68410801,0.66166775,0.455225,0.47013247,0.63452158,0.80534542,0.81656932,0.63634394,0.55692602,0.45522586
0.86974788,0.62438929,0.75373321,0.82643863,0.88358913,0.85570358,0.7670237,0.76515116,0.62438929,0.75373361,0.82643768,0.88358804,0.85570354,0.76702985,0.76515651,0.62438969,0.75373153,0.82643894,0.88358804,0.85569706,0.76702393,0.76515116,0.4120934,0.63987374,0.75697695,0.86142164,0.84495699,0.70643144,0.68185798,0.4120934,0.63987374,0.75697695,0.86142691,0.84496167,0.70643115,0.68185798,0.4120874,0.63987374,0.75697695,0.86142164,0.8449662,0.70642801,0.68185382,0.43872454,0.48832809,0.64864668,0.81423938,0.82235219,0.65002344,0.58531979,0.43872464
0.87478989,0.65409099,0.7683548,0.84050895,0.89275816,0.86785395,0.78274802,0.77841304,0.65409099,0.76835562,0.84051024,0.89275697,0.86785395,0.78275151,0.7784182,0.6540908,0.76835209,0.84051246,0.89275697,0.86784566,0.78274698,0.77841304,0.43340923,0.66691171,0.77491448,0.87093662,0.85488857,0.72489513,0.70641586,0.43340923,0.66691171,0.77491455,0.87094101,0.85489394,0.7248943,0.70641586,0.4334044,0.66691171,0.77491448,0.87093662,0.85489824,0.72489371,0.70641718,0.40851838,0.52187012,0.68042884,0.8304543,0.83197544,0.67086946,0.60859384,0.40851708
0.87983191,0.6765961,0.78569801,0.8510819,0.89527297,0.87783245,0.79125938,0.78834042,0.6765961,0.78569983,0.8510832,0.89527295,0.87783253,0.79125865,0.78834372,0.67659581,0.7856922,0.85108486,0.89527295,0.87782308,0.79126129,0.78834042,0.45630466,0.69427707,0.79459958,0.88138486,0.85876466,0.73932536,0.72294261,0.45630466,0.69427707,0.79459958,0.88138634,0.8587693,0.73932598,0.72294261,0.45630099,0.69427707,0.79459958,0.88138469,0.85877238,0.7393275,0.72294088,0.3872944,0.55311008,0.7092669,0.83928525,0.84473522,0.69561074,0.63454281,0.38729353
0.88487393,0.69390095,0.80277215,0.85593471,0.89487483,0.87913182,0.80312126,0.80221625,0.69390095,0.80277462,0.85593343,0.89487521,0.87913186,0.80311842,0.80221747,0.69390139,0.80276542,0.85593421,0.89487521,0.87912326,0.80312199,0.80221625,0.48490961,0.71596402,0.80880329,0.8861058,0.86584013,0.75918512,0.73867836,0.48490961,0.71596402,0.80880329,0.8861064,0.86584497,0.75918677,0.73867836,0.48490518,0.71596402,0.80880329,0.88610542,0.86584541,0.75918682,0.73867725,0.37015651,0.58645671,0.72862093,0.84627941,0.85671621,0.71977509,0.66257193,0.37015686
0.88991594,0.71418942,0.81395274,0.86092514,0.90029269,0.88090818,0.81822691,0.81462034,0.71418942,0.81395499,0.86092106,0.90029159,0.88090818,0.81822431,0.81462188,0.71419065,0.81394949,0.86092317,0.90029159,0.88089943,0.81822477,0.81462034,0.51802498,0.73210355,0.81669611,0.88753981,0.87776421,0.774941,0.76012661,0.51802498,0.73210355,0.81669611,0.88754263,0.87777053,0.77494165,0.76012661,0.51801837,0.73210355,0.81669611,0.88753957,0.87776998,0.77494031,0.7601333,0.35198848,0.61972172,0.74546954,0.85887847,0.86273506,0.73515322,0.68115011,0.351989
0.89495796,0.73834367,0.82090473,0.87101498,0.90997918,0.89146374,0.82477689,0.82077084,0.73834367,0.82090679,0.87101085,0.90997639,0.89146374,0.82477815,0.82077503,0.73834498,0.82090573,0.87101576,0.90997639,0.89145286,0.82477834,0.82077084,0.54775589,0.74984473,0.82668794,0.89378679,0.88406544,0.78421656,0.77247839,0.54775589,0.74984473,0.82668794,0.89379139,0.88407178,0.7842157,0.77247839,0.54774812,0.74984473,0.82668794,0.89378686,0.88407344,0.7842133,0.77247882,0.33896662,0.64653604,0.76837232,0.87151267,0.86777058,0.7539143,0.70436662,0.33896607
0.89999998,0.75730452,0.83095519,0.88144879,0.91362238,0.90090535,0.83059721,0.82994677,0.75730452,0.83095766,0.88144742,0.91361966,0.90090535,0.83060575,0.82995116,0.75730496,0.83095716,0.88145181,0.91361966,0.9008949,0.83060062,0.82994677,0.57112985,0.77061632,0.8419192,0.90328068,0.88380299,0.80013968,0.78339576,0.57112985,0.77061632,0.8419192,0.90328446,0.88380754,0.80013988,0.78339576,0.57112318,0.77061632,0.8419192,0.90328033,0.88381118,0.80013693,0.78338895,0.3401993,0.6687539,0.79012312,0.87567158,0.87764723,0.774924,0.72761024,0.34019758
v1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
v2,-2,2,6,10,14,18,20,-2,2,6,10,14,18,20,-2,2,6,10,14,18,20,-2,2,6,10,14,18,20,-2,2,6,10,14,18,20,-2,2,6,10,14,18,20,-2,2,6,10,14,18,20,-2
v3,60,60,60,60,60,60,60,62,62,62,62,62,62,62,63,63,63,63,63,63,63,60,60,60,60,60,60,60,62,62,62,62,62,62,62,63,63,63,63,63,63,63,60,60,60,60,60,60,60,62
v4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
v5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
v6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
